id,legacy
0ed36d96-b6b3-46e2-9c59-60aed94bff1f,MjAlsammak
5315242b-babd-4cc8-b179-f6431a377b11,MAhmedAlmulla
761bcfc4-887c-40a1-b3ce-1fab1dcd5356,MQrata
54237f74-01dc-4e91-a624-74684cce7390,Mosama
d36407e5-be8c-4a20-b013-a26f2b0e9504,MAnas
e2380a4b-5b40-4200-9c83-114826162e6a,Mebrahim
2f5fd1eb-df74-425e-a231-90f0b526adf4,MEssaAhmed
1c9ef500-3489-4d32-a243-4217c31efef9,MMajeed
50add863-bb41-4ec9-9998-3486816ed0f6,MMajidEbrahim
93bee546-2225-45c0-b8a0-c950899226dd,Mjalal
52be8647-1af6-4d15-a32f-770d9508fcb4,Mjdawood
44723daa-3472-47e9-a3cc-d6252f424c2c,MBuHasan
9e04aefc-c798-4bd2-a700-93bbc8fbdc09,MhAldoseri
883efb9c-6056-4e5b-9cdb-e00192eeac55,MAlshaer
336587fb-732e-4bad-a09b-0f1204ef77ba,MAlghanem
75022d3e-4f5d-4420-a56f-67cdbdf6e3ef,Mdhiab
4eb5c833-c72f-486e-9727-735383ba96c4,MRoaa
5ce4da2c-4b0c-4bed-8ec3-7d6e6010331d,MadelHameed
72134720-dfef-4a1a-a28f-e07a21a0d199,MAsoomy
c6da5717-20a7-4bc3-8799-a2331af1aadb,MAlMadhi
efc4cd7a-1f21-4d4e-a482-5436246127de,MBumjaid
13b6edca-247e-4f8f-98f5-74d4a254b002,MMurad
880f2f4b-55f7-4404-a509-4e623c8f6638,MAbdAlHameed
f451d442-7348-44cd-9dee-2da81e02175f,MAbdulRahman
eb676c0c-a6a9-4419-a00d-05970d02c819,MHowail
e2a600d7-5f7a-42cf-949b-76ff6ea3d65a,MaliHasan
42253b28-86af-4db4-b0f0-d2ecb10d2eec,MaliAlAradi
03552b26-a6ef-4324-8489-865433aa5134,MBufarsan
5dfc9a5e-7546-405c-81b4-6086203e6ddc,MaliAlMoqla
0de1244e-a1df-4f50-865e-a936316b04d2,MKooheji
edccae7b-5d73-48d1-a048-79ed2eca5c07,MGhaziFaisal
4edb7da1-1424-4484-8d73-8748104914d2,MFatimaAlAsfoor
657622bd-3aee-421f-82d0-c36412648dbb,MMohsenAlBakri
d5cb1773-3d81-4f38-b20a-e97406db1260,Malemadi
d5372a96-9dbe-41db-991d-741a9432e727,MMJaffar
b0d03945-9994-4e6c-8944-939e201332bd,MAljowder
1b904258-ccac-421f-8187-81ec67f5ae84,MMohammedAlAhmed
713c9e2e-7789-40f4-a0ad-71b28a3c8af9,MAlMaarefi
fe9ac066-42c1-4bf2-b8b0-5d4666e4de51,MNasser
412a02e2-2d10-46d8-8f84-cd6419fb9269,MNabeel
